SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
fe,USA,-1975000,1250000,7,0,0,0,0,0,1,-1,0,12,-12,1,-1,4,-4,11,-11,0,0,0,0,5,-2,-3
fe,USA,-1975000,1225000,10,0,0,0,0,0,8,-8,2,5,15,-21,7,3,13,5,-29,8,-8,0,0,0,0,0
fe,USA,-1975000,1200000,5,0,0,0,0,0,0,0,8,9,-17,0,0,0,0,8,-8,1,0,-1,0,0,0,0
fe,USA,-1975000,1175000,4,0,0,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-4,0,8,-8
fe,USA,-1975000,1075000,3,0,0,0,0,0,0,0,2,-2,0,0,0,1,1,-2,0,0,0,0,0,0,0,0
fe,USA,-1975000,1050000,5,0,0,0,0,0,2,2,-4,0,0,0,0,10,-9,-1,0,3,-3,0,0,0,0,0
fe,USA,-1975000,1025000,3,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0
fe,USA,-1975000,975000,6,0,0,0,1,0,-1,5,-3,0,-2,0,0,0,0,0,0,0,0,1,-1,0,0,0
fe,USA,-1975000,950000,6,0,0,0,0,3,-3,30,-27,1,-3,-1,0,0,0,0,0,0,0,0,0,0,1,-1
fe,USA,-1975000,925000,6,0,0,0,0,1,-1,20,-15,-5,0,0,1,-1,0,0,0,0,0,1,2,-3,0,0
fe,USA,-1975000,9e+05,4,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,-1,0,0,0,0,0
fe,USA,-1975000,825000,8,0,0,0,0,0,1,17,-10,-7,-1,0,0,0,0,0,0,0,0,6,-5,2,-2,-1
fe,USA,-1975000,8e+05,9,0,0,0,4,-1,22,26,-12,-33,-6,0,0,0,0,0,0,0,1,0,-1,0,1,-1
fe,USA,-1975000,775000,3,0,0,0,0,0,3,3,-6,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
fe,USA,-1975000,750000,7,0,0,0,0,0,7,-3,-2,-2,0,0,1,-1,0,0,0,1,1,-1,-1,0,0,0
fe,USA,-1975000,725000,7,0,0,0,2,-2,0,7,-7,0,0,0,0,13,-13,0,0,0,8,-4,-4,1,1,-2
fe,USA,-1975000,7e+05,17,0,0,0,3,2,-5,21,-12,-6,-2,0,9,39,-3,-19,-26,2,-3,7,-4,-1,17,-19
fe,USA,-1975000,675000,18,0,0,0,4,-2,21,25,-7,-28,-7,8,-13,23,67,-29,-62,7,-6,7,5,16,27,-56
fe,USA,-1975000,650000,21,-3,-1,0,1,0,72,45,-49,-10,38,131,-148,61,-105,-34,5,-4,13,14,34,37,6,-107
fe,USA,-1975000,625000,20,-2,3,-3,0,40,-26,9,34,-52,13,117,-77,143,-172,-14,-14,11,7,-1,-2,-14,41,-43
fe,USA,-1975000,6e+05,21,-1,6,-7,0,10,193,242,-303,-125,-13,39,-13,15,-24,5,-25,9,5,48,-6,-10,67,-114
fe,USA,-1975000,575000,18,0,1,-1,1,5,74,121,-185,14,-4,-8,-18,7,-7,0,5,-4,176,99,16,-179,134,-231
fe,USA,-1975000,550000,14,0,1,-1,0,0,8,27,-5,-30,0,0,0,4,-4,6,18,-7,454,-202,-30,-121,-2,-105
fe,USA,-1975000,525000,10,0,0,0,0,1,3,-1,-3,0,0,0,0,1,-1,0,1,-1,63,-1,-38,-21,13,-16
